EAN;stan
6.92578E+12;0
6.92578E+12;0
6.92578E+12;0
6.92578E+12;0
6.92578E+12;0
6.92578E+12;0
6.92578E+12;0
6.92578E+12;0
6.92578E+12;0
5.99988E+12;0
4.0524E+12;0
4.0524E+12;0
4.0524E+12;0
4.0524E+12;0
5.9078E+12;0
5.90202E+12;0
5.90202E+12;0
5.9075E+12;0
5.06007E+12;0
5.90253E+12;0
5.90253E+12;0
5.90253E+12;0
5.90253E+12;0
5.90253E+12;0
5.90253E+12;0
5.90253E+12;0
47406178094;0
47406178575;0
47406180721;0
44677205405;0
5.90377E+12;0
5.90377E+12;0
5.90377E+12;0
5.90169E+12;0
5.90341E+12;0
5.90341E+12;0
5.90341E+12;0
5.90169E+12;0
5.90169E+12;0
5.90169E+12;0
5.90169E+12;0
5.90169E+12;0
5.90341E+12;0
